x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.1639830664532231,-0.10543887521372523,-0.048043825573518516,-0.27022235496576624,-0.2894161296523235,-0.05653575377243469,-0.3284880538378217,-0.4619284032448397,-0.06414082315335917,-0.38656632532852764,-0.58149698224258,-0.06638117395410034,-0.15286519203612733,-0.5490972710270566,0.042488301857172346,-0.16424490982043802,-0.7412320310619893,0.026140816442705668,-0.1624127630226714,-0.847788092029619,-0.005877533538261416,-0.15865841347136195,-0.9507676450392791,-0.033808098717268455,-0.06960303738305969,-0.5713574257820364,0.0403058481123833,-0.08221806053273774,-0.7778640568770209,0.03588325640918563,-0.08725804083646595,-0.8952485897540036,0.01222556707473704,-0.09472688324157043,-1.0,-0.010292731926549958,0.00491145506712322,-0.5527686908992026,0.02387673963418263,-0.006355503579282791,-0.7471233806955346,0.013291216408133686,-0.02037749337697726,-0.8565184115239335,0.0010131125089875152,-0.03644377859654982,-0.9528403825032126,-0.01246288417282797,0.09129037824005941,-0.5040377609415464,-0.0012963840280242227,0.08447097297261845,-0.6575651291230871,-0.014634292780096128,0.06712902117500572,-0.7406552441071369,-0.017656195698703706,0.045556457516544316,-0.8169796846881164,-0.021569713870204562,Hello
0.0,0.0,0.0,-0.15847224822126543,-0.12468161971639442,-0.04267720540114341,-0.26300433744038215,-0.3001374349423941,-0.053674668694494235,-0.32687846687241917,-0.4596054865180961,-0.06555367554704206,-0.38791327679141413,-0.5732269052498867,-0.07311106543509417,-0.1491712144993064,-0.5461162229229963,0.03872921084273855,-0.16192696908753756,-0.7399672652046404,0.018535987953340924,-0.16100041118486838,-0.8489402789977329,-0.014393597237923737,-0.15805280765667823,-0.9513862369864788,-0.04184064418659602,-0.06731963463744534,-0.5663149036115471,0.03210221671612255,-0.07751292352441429,-0.7743476960047869,0.023665751178054226,-0.08146439411029673,-0.8946694121656323,-0.0012624350896908389,-0.08820731397084586,-1.0,-0.023588235875221984,0.00859283578364316,-0.5472288859769961,0.012083360410034636,-0.001783742358281215,-0.7434973752965891,-0.0005127372098228679,-0.014777568185490772,-0.8563143436321542,-0.014346406974525489,-0.0315955092852583,-0.9549272266780582,-0.028224297268162647,0.09316610748724447,-0.4959928834618885,-0.015912609338278462,0.08848403978733582,-0.6517198887080955,-0.02960784635355633,0.07265819017860142,-0.7389111760687206,-0.03276969999734234,0.0515736540895295,-0.8176280232887428,-0.03642831136044409,Hello
0.0,0.0,0.0,-0.1600323226871298,-0.10922027053769814,-0.04773853583132168,-0.2683444833127561,-0.29871627275537643,-0.05649924391241827,-0.32657701532997185,-0.46596029887155144,-0.06436683803016306,-0.3862891368912926,-0.578413353142739,-0.06775889990318198,-0.15322465284720718,-0.5371911116215536,0.02815654808547606,-0.16485458846578094,-0.7322033053758742,0.00532661687435131,-0.1641067786870608,-0.8446356944491477,-0.027626715383179193,-0.16219231870087106,-0.9467819007887668,-0.05412492291867598,-0.06879837088712669,-0.5616252296186751,0.025298512185070232,-0.08031010929893992,-0.7706262172992556,0.014512399445921942,-0.08781820703077672,-0.8939451742642707,-0.009443629640054053,-0.0975214509260777,-1.0,-0.029707197058685002,0.009382257363216025,-0.5472565436896405,0.00917515339448778,-0.0030391360221953237,-0.7453596330272867,-0.005420335696991568,-0.016729411186065194,-0.8601018890823507,-0.017730059157051083,-0.03397165404372859,-0.9602728630157464,-0.02910201577210976,0.09545544615518521,-0.5000890341704519,-0.015210247887282327,0.09001489825576717,-0.653747076775781,-0.029874059679925753,0.07287321315243925,-0.7396570040664733,-0.03206030765702174,0.04872467402742561,-0.8156822714876535,-0.03397836675137626,Hello
0.0,0.0,0.0,-0.15486513585401251,-0.1155094123255441,-0.046624131213472954,-0.2593755932253329,-0.29044699968998827,-0.05962416565204094,-0.32161131921425284,-0.45335305657474906,-0.07224810976748476,-0.3787938153242454,-0.5757565145429615,-0.08019921914812421,-0.1454934516969039,-0.5435818462613219,0.031467787085191705,-0.15700006861868518,-0.7383486829412269,0.00909372627921558,-0.15635768917596454,-0.8478115097700215,-0.024660122779965342,-0.15301902184904226,-0.9502212144938688,-0.05216402797142758,-0.06090224912924698,-0.5651194553097877,0.0266606689917883,-0.07342871287499757,-0.7732954944144261,0.0171221427337695,-0.07809465424259251,-0.8940389875603757,-0.00719582793855914,-0.0855421722556435,-1.0,-0.028870645584564765,0.01643953795718168,-0.5485603838614538,0.00839351392877609,0.00341594411363461,-0.7433608191442772,-0.005015070637033359,-0.010070535097811348,-0.8572059375967979,-0.016540977982650817,-0.027190961665674,-0.9576574898974818,-0.02863316968994699,0.1019304077306767,-0.5006995616803799,-0.01816328571690706,0.09363788485422794,-0.653969797698935,-0.032237134735382,0.0784037613894418,-0.7398874989548896,-0.033595287588219926,0.05738111554339861,-0.8172649522505703,-0.03564298109581975,Hello
0.0,0.0,0.0,-0.15272898523021178,-0.12284633518406986,-0.04733552085777303,-0.2585066689032271,-0.3044394264766379,-0.061340970962109956,-0.3271173378620251,-0.46476838608245447,-0.07524125266966203,-0.38911268070537075,-0.5852651108679595,-0.08404444483641826,-0.1459808419054568,-0.5513670074591174,0.03239343185955761,-0.1588273854806928,-0.7458515364732137,0.00812046779622821,-0.15815307283065438,-0.8543680203430942,-0.026571487770915735,-0.1541744738316009,-0.9562848717532465,-0.054331498522356386,-0.06401030532907666,-0.5708371098872347,0.028113178205701563,-0.07763831577744955,-0.7753823656307911,0.016635995534957846,-0.0816780171246084,-0.8936006160145781,-0.008545215739016922,-0.08762732764571238,-1.0,-0.030170088453178062,0.01461786848767958,-0.5533799117604913,0.010209560092868662,0.0010341090029871974,-0.7468561877125879,-0.004578676413931729,-0.011076247754971093,-0.8570475191031669,-0.015957205926751653,-0.02753516215019549,-0.9549346384966405,-0.026888705434974226,0.10047580076878332,-0.5051971727750577,-0.01600237644057219,0.09280121721022887,-0.6584660454894763,-0.029433015249863807,0.07973689200269314,-0.7408468039355574,-0.029577078105141662,0.06110466356275314,-0.8141375268496582,-0.030158569454592853,Hello
0.0,0.0,0.0,-0.16083816822059296,-0.11218325935195331,-0.04679697933484305,-0.2741768107930311,-0.2950687760934549,-0.05709272047595324,-0.3355335818127265,-0.464325130274415,-0.06620233990461684,-0.39927662164318106,-0.5751846032941356,-0.07054387799293628,-0.1553706148716033,-0.5431255092306573,0.02911821197174802,-0.16893701198386743,-0.743716725613227,0.008234331374806652,-0.16684841947278337,-0.8556837855706437,-0.023435386914361877,-0.16170546065965435,-0.9566093789700295,-0.04880243717136544,-0.07034785583117932,-0.5627620999113011,0.027175021021659113,-0.08388956695123401,-0.7740304675041084,0.018580309289707046,-0.08975774243975075,-0.8962623700784766,-0.004747888206929699,-0.097070442397929,-1.0,-0.024984802230575618,0.008864897372583185,-0.5467685314001226,0.012269837636251132,-0.0036138716893031526,-0.7453895955108261,0.0001016229056726332,-0.018076317795383327,-0.8616708608780204,-0.012183400053087287,-0.03570211623294385,-0.9603605993181151,-0.024020033770082147,0.09670868756528493,-0.5008883674483678,-0.010663076743733188,0.09124520477884043,-0.6546079096282592,-0.022751364167795874,0.07455445395044813,-0.7404709115630895,-0.024011418703485797,0.052041354289289625,-0.8148999659254522,-0.02549506694188417,Hello
0.0,0.0,0.0,-0.15716223849764036,-0.10440474892029296,-0.05059115044672854,-0.266865032142956,-0.29015349502756854,-0.061262310669881505,-0.3278011743696352,-0.4617120010679047,-0.07038987644939498,-0.3907591077134955,-0.5809348399038236,-0.07433959376394027,-0.15457452298355653,-0.5445915020177866,0.030617297314659536,-0.16951763589332022,-0.7408896493007341,0.009369560100621238,-0.16809628072871474,-0.8505069454505794,-0.023115050106008426,-0.1631152865028887,-0.952197914004366,-0.04968642675894099,-0.07137536688876697,-0.5676820118283474,0.02924387170089924,-0.08745215184433335,-0.7751678938346409,0.0210335726061765,-0.09303859596572937,-0.8951902937877572,-0.0020270402466103306,-0.0999989906997869,-1.0,-0.022619615968545004,0.006313791436250482,-0.553484348521131,0.013913873263686639,-0.00876814908992051,-0.7491883110012096,0.0011541613436071123,-0.022105237454154165,-0.8609836118947659,-0.010266848654569545,-0.03830795702985738,-0.9608730772423965,-0.021955791485852028,0.09303494946173368,-0.5097205703522947,-0.010127672056334545,0.08289779858600296,-0.6630861470289946,-0.0234303994459749,0.06724986854678676,-0.7406384963380309,-0.02434673619085133,0.04727288710325955,-0.8089700742486818,-0.02586736905464311,Hello
0.0,0.0,0.0,-0.1569181664445897,-0.11726538474970884,-0.04036416434430676,-0.2637135286259963,-0.31080492925320585,-0.044878327274083814,-0.3259604681348551,-0.48267352666560454,-0.050513400289992676,-0.39388450398455405,-0.5918661880858221,-0.051894650783226075,-0.15388161742350884,-0.5474858908716558,0.0481674725062466,-0.16779821188863095,-0.7433694798781032,0.03220512317035831,-0.16516338880980358,-0.8518779337136758,0.0017417585896906784,-0.16086609180280334,-0.9549289991524906,-0.024560839566891198,-0.07135890199539963,-0.5701978780045914,0.042200924134127515,-0.0849393741783865,-0.7750797164867079,0.03710317001754606,-0.08806107932299337,-0.8944157328382272,0.012624744038445263,-0.09510498290027734,-1.0,-0.009628495833684126,0.005328174913250414,-0.5535384073733882,0.022813953194683722,-0.00875371504844412,-0.7482429313824949,0.01184205358185472,-0.021986230563548946,-0.8591946070189613,-0.00166688970847611,-0.03977755728373319,-0.9561274236612977,-0.01524323050900677,0.09074864259917069,-0.5066541084967481,-0.004379583467599929,0.0800808442908061,-0.661157031171965,-0.01680065416451604,0.06350691568701214,-0.7455714474347779,-0.019304408607314943,0.04191340664177886,-0.8209755225669193,-0.0225717964876046,Hello
0.0,0.0,0.0,-0.1592344918005417,-0.11956862002312547,-0.03713851991436375,-0.26779690724944816,-0.3056645039021956,-0.04148358509581063,-0.3288115916990209,-0.47331177173126554,-0.048069745450517724,-0.39330447798177903,-0.5820672298254915,-0.051257145016168376,-0.15147342457256538,-0.5426190345992123,0.04829617887042509,-0.16447154130055924,-0.7385485359270656,0.030044378151722475,-0.1605678927615414,-0.8477146471751051,-0.0017793200986657243,-0.15437718749744084,-0.9502517941804808,-0.028332468202446004,-0.06788047760982692,-0.5641957604321618,0.04002746661214429,-0.07912252046199206,-0.774126236021084,0.03321076996542003,-0.08226654652189061,-0.894932627258229,0.008839438345298758,-0.08705754401147767,-1.0,-0.012987784136580867,0.009886055307279245,-0.5479039650153628,0.018362780234126373,-0.0015840988336076744,-0.7473666816979723,0.006114178881091001,-0.014628445411660963,-0.8592836011098334,-0.007169485080700003,-0.02970730164818661,-0.9559173943905491,-0.020175685840956633,0.0971908629739319,-0.5004792054171874,-0.010890434903349015,0.0895408794713841,-0.6591232099471843,-0.023244458373055298,0.071918324799303,-0.7417298760802264,-0.024645629404876458,0.05048471337360877,-0.8133399798649189,-0.027090732366017303,Hello
0.0,0.0,0.0,-0.15755061051429717,-0.11921852654917794,-0.03894822805751707,-0.2625768844698905,-0.3072360459589006,-0.04595283533000896,-0.32370876831841655,-0.4726466072485908,-0.054766436133714465,-0.38653332352036734,-0.5838013702409699,-0.059931034709062525,-0.147413651067947,-0.5429089902464386,0.040101956709446294,-0.16244107240917613,-0.7389520052572075,0.019288411071023453,-0.16071039431471398,-0.8485361494717618,-0.013448039427840952,-0.15523990514510053,-0.9507685361390231,-0.040443257827178586,-0.06502561569451148,-0.5641888470067374,0.032091125865761135,-0.08092523296924138,-0.7723946721863078,0.022741812455578877,-0.08654461452642458,-0.894171600958214,-0.002592258920884659,-0.09321708320727003,-1.0,-0.024992266621820823,0.013269576916403389,-0.549016712713379,0.011062716839042645,-0.0014305423868873348,-0.7482810275899554,-0.002150313213775423,-0.016227311134740883,-0.8612861703199612,-0.015482400035930455,-0.034170411125186956,-0.9592419496726752,-0.028629850910095463,0.10048851722968995,-0.5023452836670993,-0.017634182780648145,0.09190082225821035,-0.6602853000178345,-0.030788172185648714,0.07528390937599527,-0.7447115285090067,-0.032616269083639036,0.052981919435765766,-0.8176910016689661,-0.03524860731516173,Hello
0.0,0.0,0.0,-0.1611256072005545,-0.11048859191095506,-0.04314303776890052,-0.27067426870787475,-0.29794457524259643,-0.05056091872856371,-0.3313085368578887,-0.46634261014586437,-0.05797168453183272,-0.3956359076766498,-0.5764597057544304,-0.060872345272418686,-0.15642115498570158,-0.5420953572043654,0.0375522374753498,-0.17105007870052188,-0.7381916945569987,0.01891452518421922,-0.1687619417055034,-0.8476294326005359,-0.012087197413387565,-0.16339648943454008,-0.9489859746685837,-0.038151781910957826,-0.07317199266867258,-0.5658257781589107,0.03277471199619786,-0.08858205109160688,-0.7745532492628618,0.02535791554042942,-0.09405881603148929,-0.8956171933963565,0.0015734563920492774,-0.10077078833824651,-1.0,-0.019583753556066178,0.004636600786129507,-0.5502790438656892,0.014838972723745484,-0.010133085452906665,-0.7485455241895859,0.002548627344323906,-0.024216732772077906,-0.8615577222028881,-0.011330943454441562,-0.0412558741596007,-0.9597177224883052,-0.02492622042578989,0.09269374388420888,-0.5033268282019339,-0.010961714474681254,0.08435074258718277,-0.6568822657706732,-0.024465764397375387,0.06554551802717105,-0.7401600995327268,-0.02777392899676805,0.04153052325062832,-0.8142002791249502,-0.03135296415399239,Hello
0.0,0.0,0.0,-0.15895213213651255,-0.10911452064355648,-0.037273279256948164,-0.26923865448453616,-0.3013061257554612,-0.03911837529997024,-0.32853112205131096,-0.46329142692536873,-0.04170103135531563,-0.38960020319160227,-0.5663238541439842,-0.04039196624084941,-0.150458155967936,-0.5458366367614651,0.04141537175812667,-0.1625486865184617,-0.7414406555069276,0.02733727405613101,-0.1599502340753866,-0.8508520990043074,-0.0005718292376912704,-0.15607625409532633,-0.9504780864959972,-0.024411068496603128,-0.0670901225523969,-0.5693692992272719,0.034997434821179785,-0.07858930199365019,-0.7780016205698805,0.03317656264131493,-0.08365793200551988,-0.898451530577244,0.013593571522019586,-0.09155701210924003,-1.0,-0.0046242408926181755,0.010489523573068394,-0.5534364307076394,0.016079043891946365,-0.0025815154330626057,-0.74892766734767,0.00928131563570279,-0.016109065941622588,-0.8600743666034198,-0.0007973443412781742,-0.03278900102692111,-0.9561093140885135,-0.012307113067986115,0.09733857207744834,-0.5051301087323219,-0.010534450642880663,0.08966111734505408,-0.6607098721039107,-0.019179189997723663,0.07418712363157329,-0.7412823798048344,-0.01848168511142918,0.05360012231409711,-0.8109901238193903,-0.019497062554338588,Hello
0.0,0.0,0.0,-0.15874627886347428,-0.11760010667565929,-0.03590122886026906,-0.2684386156482042,-0.3155804569923442,-0.03936097055469898,-0.3308505267782439,-0.4854052180385315,-0.044669365149843675,-0.39738113943442427,-0.5910853274281055,-0.04685808869967107,-0.1508129148754437,-0.5456653440810627,0.04248210420995767,-0.16335959807191144,-0.7399874179149946,0.023570251775042152,-0.16124563313313744,-0.8488520778745747,-0.007640908888711203,-0.15709509013186332,-0.9494603911194528,-0.03381996818976406,-0.06587087610072251,-0.5693554687565602,0.033935947170355106,-0.07898123401838407,-0.7754154254481235,0.026275538601908115,-0.08479801319943342,-0.8955366514523978,0.002145780150817901,-0.09289770523056687,-1.0,-0.01927976891519882,0.013744903432665522,-0.5553314485956667,0.012862654132050353,0.00026709220491803,-0.7522379888279416,0.0006386892875326301,-0.014210030803604265,-0.8649186547715693,-0.012185383082841509,-0.033028880016417836,-0.9630186121483288,-0.024881624436856497,0.10125172600612174,-0.5087522071549944,-0.015494444568797219,0.09127002813671277,-0.6659291177862516,-0.028340043601662843,0.0727984794016221,-0.7499943740009654,-0.0300146788941761,0.04753623227348468,-0.8218314961227629,-0.03236964861622484,Hello
0.0,0.0,0.0,-0.15881640656129736,-0.1239293585385178,-0.03572900327905914,-0.2675166884210658,-0.31194910803337056,-0.040614546535680425,-0.33145517483166065,-0.4737060982943445,-0.047344741521552186,-0.39913041787213416,-0.5779157445185851,-0.05053975173601088,-0.14757111839007836,-0.5501365916971723,0.04565423533265542,-0.16121063707161762,-0.7486748810262384,0.02971698403045136,-0.15976108420407595,-0.8580087557943358,0.000422441933549332,-0.15569331981740991,-0.9574700590292633,-0.02428838831791658,-0.06243780005227584,-0.5685973457910474,0.037802401387850945,-0.07616782229262446,-0.7784054020901087,0.033561339005264035,-0.08052817632133157,-0.8981697610134876,0.011596920843192119,-0.08725331830516413,-1.0,-0.00820979692030361,0.017838788614965087,-0.5505935972709949,0.017323234341536205,0.0019128821310480653,-0.7454569389370926,0.008789046443704762,-0.01197434839477557,-0.8575376749112168,-0.0012984286765285692,-0.028827321385684963,-0.9548786381954666,-0.012421279160696977,0.1077260256684684,-0.5017504381025014,-0.010600763059563255,0.09699180041836987,-0.655464239058861,-0.018662799126829235,0.07985949713475661,-0.7387950338500989,-0.016733281187133592,0.058226902689431224,-0.8122059994271963,-0.016800656318401105,Hello
0.0,0.0,0.0,-0.15982750174153892,-0.11532254088524913,-0.04029366191993418,-0.27267182154037484,-0.30735740942130113,-0.045020930779452656,-0.3369192261414601,-0.47590034743854226,-0.05041628897553751,-0.4025310682529782,-0.5834597468524292,-0.05192178298924786,-0.15280138198532314,-0.5448239996490438,0.04179371474454412,-0.16443359884586461,-0.7437674366109035,0.025710276864548083,-0.16243081211195667,-0.8528080778612205,-0.003216615551859532,-0.158521534303597,-0.9524205727187743,-0.027657657882850826,-0.06624666004141665,-0.5661678850308601,0.03635753869950885,-0.07919428375926846,-0.7766071086841164,0.03166553608798131,-0.08352134076154519,-0.8969630331964686,0.009807653312055943,-0.09089685485337594,-1.0,-0.010081953484855433,0.01476298025422869,-0.5513454839712548,0.017891961053221852,0.0005495236081236594,-0.7489941585613292,0.008292602098452197,-0.013431682575823325,-0.861683440990251,-0.002756412025075008,-0.030658962470634238,-0.9585598624208024,-0.014442495172047879,0.10385778883163213,-0.5066196814474392,-0.008252785855571647,0.09366158608594272,-0.6624443261008368,-0.017936223127777953,0.0787464885699497,-0.7441065766132477,-0.0173492506181514,0.05941415024649108,-0.8141505996204402,-0.01832918140242051,Hello
0.0,0.0,0.0,-0.15446596796153564,-0.11829867323347051,-0.03586592601000655,-0.2648781392249786,-0.32081897394407444,-0.037850644991606584,-0.3319396770427424,-0.48594810450679743,-0.04086200031792028,-0.40370841248853456,-0.579068998936913,-0.040034234478549084,-0.15595517785011537,-0.5499893099272093,0.04531956353814284,-0.16888902224382812,-0.7451444935899256,0.03162626734401046,-0.16674986400262967,-0.8531352187240022,0.0037895860053758705,-0.16298398480435417,-0.950908548546453,-0.02016553332979349,-0.07175911505303527,-0.5718816909663436,0.03906089257051026,-0.08614018943966123,-0.7796398582425036,0.037088014072303256,-0.08984760625118321,-0.8977075074988606,0.01599188767130835,-0.0970993641256765,-1.0,-0.003397427372200339,0.00941116603331293,-0.5563740214950522,0.020657228391645802,-0.005852697120838457,-0.7530571657192711,0.013687777326547258,-0.01913758493696759,-0.8643725774942819,0.002515335972175458,-0.03639589678812087,-0.958028917420567,-0.009533070419434929,0.09910228953238029,-0.5109684587014031,-0.004857774505740471,0.08781185041325305,-0.6657539851636053,-0.011279207444909043,0.07237952947264505,-0.7419785770672174,-0.008774030155702885,0.05317184349195231,-0.8038053429912211,-0.008712341174153987,Hello
0.0,0.0,0.0,-0.1562791726169274,-0.12605375441027333,-0.03610347598615776,-0.2653954486088101,-0.3181072016400389,-0.04074504528368387,-0.33405723633400775,-0.4845577798910055,-0.04800711212648919,-0.401099994880325,-0.5960781246085356,-0.052100192824279176,-0.14874358270508384,-0.5438261892079427,0.04702576391501059,-0.15959075822388666,-0.7414568144509911,0.028602324469602036,-0.15677098821712215,-0.8506232659823731,-0.0024289008489852635,-0.15215974039979216,-0.9512500721656335,-0.02818767828562717,-0.06378883736534982,-0.5650910185648136,0.038153820504032404,-0.07405936862423436,-0.7758799577790195,0.03134509085201773,-0.07728313001687315,-0.8969258937917949,0.007020799251321456,-0.0836495005048871,-1.0,-0.014717501125124313,0.017228523779801684,-0.5500453009552007,0.01630912368751718,0.005398397868472278,-0.7515778403031719,0.004399884711226242,-0.0064842864098768336,-0.8621421265387621,-0.008464948946648048,-0.023359334747235103,-0.9547742059874057,-0.021044380502037947,0.10542064666943347,-0.504407890508667,-0.012775496696060701,0.0967772462029984,-0.6645473117893047,-0.02421706215723435,0.08289571003902935,-0.7447980151999888,-0.024414666639455494,0.06318795634551054,-0.8105592210250897,-0.02582182202881235,Hello
0.0,0.0,0.0,-0.15571244564903858,-0.11543155818529649,-0.045773540413453925,-0.2650264704185589,-0.30464740877527935,-0.056818925944033864,-0.33103252267477146,-0.47356881611623747,-0.06744440988392801,-0.39676318032174634,-0.590613097163374,-0.0739306954169413,-0.15032772573677114,-0.5450679279361549,0.030617664173776576,-0.16223893561658181,-0.7433998937519534,0.008851656276841317,-0.16020905383188802,-0.8528487108196658,-0.02314669740902392,-0.15489904384960243,-0.9529659637143508,-0.04907260241763765,-0.06434281645909655,-0.5655195832976759,0.02697941490084826,-0.07713318381322216,-0.776461942775338,0.01727187240709791,-0.08062260917971094,-0.896039047660971,-0.006677940962472854,-0.08639721513096862,-1.0,-0.027845526079673708,0.016976037319694794,-0.5505444460515015,0.010364607654176605,0.0021841547142170876,-0.7496267237624604,-0.0032890600578422014,-0.00919827564286767,-0.8629102176663215,-0.01541646676381705,-0.024441151951931916,-0.9612276652852964,-0.027503903732013106,0.10620443753744041,-0.5067047548324953,-0.014074850422684491,0.09452002321817843,-0.6630886329080768,-0.026559808683893717,0.0788683954166244,-0.7452861656895364,-0.02691176089264206,0.05810040194352449,-0.8162041395179576,-0.028318200529752664,Hello
